customer_id,total_revenue,total_profit,total_orders,total_quantity,first_order,last_order,lifetime_days,lifetime_months,avg_order_value,purchase_frequency,profit_margin,estimated_clv
CUST00249,147987.94,44189.73,6,24,2024-01-23,2025-05-23,486,15.97,24664.66,0.38,29.86,2767.05
CUST01340,8281.58,2763.75,1,1,2024-08-24,2024-08-24,0,0.0,8281.58,1.0,33.37,2763.75
CUST00425,93334.5,19484.16,3,11,2024-10-02,2025-05-05,215,7.06,31111.5,0.42,20.88,2759.8
CUST01036,28301.35,10684.55,2,9,2024-06-26,2024-10-22,118,3.88,14150.68,0.52,37.75,2753.75
CUST00400,73816.72,28759.03,4,17,2024-05-21,2025-04-06,320,10.51,18454.18,0.38,38.96,2736.35
CUST00575,36324.49,8075.78,3,13,2024-05-17,2024-08-15,90,2.96,12108.16,1.01,22.23,2728.3
CUST00796,6064.04,2727.13,1,1,2024-05-03,2024-05-03,0,0.0,6064.04,1.0,44.97,2727.13
CUST00052,13018.9,4292.29,2,4,2025-02-27,2025-04-16,48,1.58,6509.45,1.27,32.97,2716.64
CUST00641,43216.08,15958.49,3,8,2024-10-10,2025-04-07,179,5.88,14405.36,0.51,36.93,2714.03
CUST00948,50401.47,14605.48,3,7,2024-08-28,2025-02-08,164,5.39,16800.49,0.56,28.98,2709.74
CUST01339,5839.3,2666.89,2,2,2025-01-21,2025-02-20,30,0.99,2919.65,2.02,45.67,2693.83
CUST01456,44814.51,15557.07,3,12,2024-12-20,2025-06-14,176,5.78,14938.17,0.52,34.71,2691.53
CUST00635,80763.47,18099.16,3,9,2024-06-06,2024-12-28,205,6.73,26921.16,0.45,22.41,2689.33
CUST00303,68183.05,27135.13,2,10,2024-05-06,2025-03-09,307,10.09,34091.52,0.2,39.8,2689.31
CUST01047,127285.99,35911.9,4,9,2024-03-24,2025-05-05,407,13.37,31821.5,0.3,28.21,2686.01
CUST01081,22486.63,6599.96,2,6,2025-03-11,2025-05-25,75,2.46,11243.32,0.81,29.35,2682.91
CUST01057,91666.71,31713.08,3,9,2024-06-06,2025-06-01,360,11.83,30555.57,0.25,34.6,2680.73
CUST00199,28663.08,10232.32,3,13,2024-06-04,2024-09-29,117,3.84,9554.36,0.78,35.7,2664.67
CUST00009,15624.61,6730.66,2,5,2025-04-06,2025-06-22,77,2.53,7812.3,0.79,43.08,2660.34
CUST00055,154609.75,41338.79,6,23,2024-01-29,2025-05-16,473,15.54,25768.29,0.39,26.74,2660.15
CUST01005,107036.48,31776.42,3,10,2024-03-24,2025-03-23,364,11.96,35678.83,0.25,29.69,2656.89
CUST00492,38370.9,12025.42,2,8,2024-05-03,2024-09-18,138,4.53,19185.45,0.44,31.34,2654.62
CUST00353,10398.17,2651.91,1,5,2024-10-08,2024-10-08,0,0.0,10398.17,1.0,25.5,2651.91
CUST00749,99658.36,30294.53,8,26,2024-04-21,2025-04-04,348,11.43,12457.3,0.7,30.4,2650.44
CUST00858,24633.18,7380.57,2,8,2025-01-27,2025-04-22,85,2.79,12316.59,0.72,29.96,2645.37
CUST00393,28719.67,8244.77,3,7,2024-05-16,2024-08-19,95,3.12,9573.22,0.96,28.71,2642.55
CUST01440,35311.3,14904.02,3,6,2024-09-04,2025-02-23,172,5.65,11770.43,0.53,42.21,2637.88
CUST01553,65046.66,27510.67,3,11,2024-08-15,2025-06-29,318,10.45,21682.22,0.29,42.29,2632.6
CUST00797,13456.24,2623.06,1,4,2024-08-25,2024-08-25,0,0.0,13456.24,1.0,19.49,2623.06
CUST00880,7815.55,2620.72,1,2,2024-02-08,2024-02-08,0,0.0,7815.55,1.0,33.53,2620.72
CUST00784,55406.08,10422.37,2,6,2025-01-10,2025-05-11,121,3.98,27703.04,0.5,18.81,2618.69
CUST00695,8100.2,2606.97,1,5,2024-03-11,2024-03-11,0,0.0,8100.2,1.0,32.18,2606.97
CUST00309,29366.95,13190.82,2,3,2024-01-16,2024-06-18,154,5.06,14683.48,0.4,44.92,2606.88
CUST00923,91139.38,39874.51,7,19,2024-02-24,2025-06-04,466,15.31,13019.91,0.46,43.75,2604.47
CUST00080,70818.58,21800.42,3,9,2024-08-22,2025-05-05,256,8.41,23606.19,0.36,30.78,2592.2
CUST01152,65264.37,14285.67,2,5,2024-07-03,2024-12-18,168,5.52,32632.18,0.36,21.89,2587.98
CUST00324,138722.1,38684.7,7,21,2024-02-02,2025-05-02,455,14.95,19817.44,0.47,27.89,2587.61
CUST00548,54922.22,17930.13,3,9,2024-09-18,2025-04-17,211,6.93,18307.41,0.43,32.65,2587.32
CUST00244,7840.18,2583.44,1,5,2025-03-27,2025-03-27,0,0.0,7840.18,1.0,32.95,2583.44
CUST01109,67934.2,25782.76,4,13,2024-07-12,2025-05-12,304,9.99,16983.55,0.4,37.95,2580.86
CUST00747,77760.38,18801.42,3,11,2024-07-07,2025-02-14,222,7.29,25920.13,0.41,24.18,2579.07
CUST01230,69773.25,20322.95,6,15,2024-07-13,2025-03-10,240,7.88,11628.88,0.76,29.13,2579.05
CUST01206,127545.45,39967.47,4,16,2024-01-27,2025-05-13,472,15.51,31886.36,0.26,31.34,2576.88
CUST00694,81336.96,33676.34,3,7,2024-03-04,2025-04-06,398,13.07,27112.32,0.23,41.4,2576.61
CUST00388,20385.08,7286.93,2,6,2024-12-26,2025-03-22,86,2.83,10192.54,0.71,35.75,2574.89
CUST00793,148632.91,43824.04,6,18,2024-01-09,2025-06-12,520,17.08,24772.15,0.35,29.48,2565.81
CUST00108,130406.83,29588.64,4,10,2024-04-01,2025-03-19,352,11.56,32601.71,0.35,22.69,2559.57
CUST01320,48394.18,14662.34,3,6,2024-07-05,2024-12-27,175,5.75,16131.39,0.52,30.3,2549.97
CUST01154,51669.95,16742.84,4,17,2024-05-20,2024-12-06,200,6.57,12917.49,0.61,32.4,2548.38
CUST00903,20878.2,6776.48,2,5,2024-02-15,2024-05-06,81,2.66,10439.1,0.75,32.46,2547.55
CUST00103,118585.18,31298.64,5,17,2024-05-29,2025-06-07,374,12.29,23717.04,0.41,26.39,2546.68
CUST01164,45382.37,15378.78,3,11,2024-09-13,2025-03-16,184,6.04,15127.46,0.5,33.89,2546.16
CUST01322,8297.31,1832.7,2,2,2024-05-22,2024-06-13,22,0.72,4148.66,2.78,22.09,2545.42
CUST01078,19563.55,6613.07,2,7,2024-04-22,2024-07-10,79,2.6,9781.78,0.77,33.8,2543.49
CUST00653,10676.77,2539.33,1,3,2024-09-05,2024-09-05,0,0.0,10676.77,1.0,23.78,2539.33
CUST00994,15619.81,2536.14,1,4,2024-06-15,2024-06-15,0,0.0,15619.81,1.0,16.24,2536.14
CUST01384,84683.94,20528.37,3,8,2024-09-12,2025-05-18,248,8.15,28227.98,0.37,24.24,2518.82
CUST00933,11649.47,2515.51,1,4,2024-09-12,2024-09-12,0,0.0,11649.47,1.0,21.59,2515.51
CUST00114,25298.64,8495.47,2,8,2024-02-29,2024-06-11,103,3.38,12649.32,0.59,33.58,2513.45
CUST01431,53531.29,16423.15,2,9,2024-01-18,2024-08-04,199,6.54,26765.64,0.31,30.68,2511.19
CUST00851,7223.75,2507.1,1,3,2024-12-09,2024-12-09,0,0.0,7223.75,1.0,34.71,2507.1
CUST01130,42303.65,11668.57,3,7,2024-03-16,2024-08-05,142,4.66,14101.22,0.64,27.58,2503.98
CUST01073,42933.28,13625.4,5,15,2024-01-31,2024-07-15,166,5.45,8586.66,0.92,31.74,2500.07
CUST00004,59992.7,12140.17,2,5,2024-06-27,2024-11-22,148,4.86,29996.35,0.41,20.24,2497.98
CUST00805,62538.08,19429.84,3,12,2024-03-03,2024-10-26,237,7.79,20846.03,0.39,31.07,2494.2
CUST00340,100454.52,36286.63,5,19,2024-01-31,2025-04-18,443,14.55,20090.9,0.34,36.12,2493.93
CUST01305,86073.42,28007.7,4,12,2024-02-28,2025-02-04,342,11.24,21518.36,0.36,32.54,2491.79
CUST01184,39410.51,14571.14,3,9,2024-08-09,2025-02-03,178,5.85,13136.84,0.51,36.97,2490.79
CUST00940,5400.5,2490.18,1,4,2024-10-11,2024-10-11,0,0.0,5400.5,1.0,46.11,2490.18
CUST00873,29237.55,8829.78,2,5,2024-12-22,2025-04-09,108,3.55,14618.78,0.56,30.2,2487.26
CUST01573,6960.13,2483.83,1,5,2025-01-13,2025-01-13,0,0.0,6960.13,1.0,35.69,2483.83
CUST01308,46281.68,15095.43,3,10,2024-03-07,2024-09-08,185,6.08,15427.23,0.49,32.62,2482.8
CUST01562,32433.22,13929.39,5,12,2025-01-02,2025-06-22,171,5.62,6486.64,0.89,42.95,2478.54
CUST00710,46679.69,18954.8,2,4,2024-06-11,2025-01-30,233,7.65,23339.84,0.26,40.61,2477.75
CUST01319,9297.35,2471.58,1,4,2024-03-02,2024-03-02,0,0.0,9297.35,1.0,26.58,2471.58
CUST00151,8745.62,2466.12,1,3,2025-05-15,2025-05-15,0,0.0,8745.62,1.0,28.2,2466.12
CUST00203,104102.21,32031.61,5,13,2024-01-25,2025-02-24,396,13.01,20820.44,0.38,30.77,2462.08
CUST00062,6576.01,2453.1,1,3,2025-04-13,2025-04-13,0,0.0,6576.01,1.0,37.3,2453.1
CUST01083,87913.9,39219.09,3,11,2024-02-21,2025-06-22,487,16.0,29304.63,0.19,44.61,2451.19
CUST01158,78943.44,29881.62,3,10,2024-06-18,2025-06-26,373,12.25,26314.48,0.24,37.85,2439.32
CUST00875,9299.69,2435.1,1,2,2024-05-11,2024-05-11,0,0.0,9299.69,1.0,26.18,2435.1
CUST01293,92307.33,32288.63,6,18,2024-04-17,2025-05-26,404,13.27,15384.55,0.45,34.98,2433.2
CUST00843,48895.53,20625.97,4,11,2024-06-14,2025-02-27,258,8.48,12223.88,0.47,42.18,2432.31
CUST01302,25594.09,7825.8,3,5,2025-03-20,2025-06-26,98,3.22,8531.36,0.93,30.58,2430.37
CUST00504,72100.43,32114.47,6,21,2024-05-16,2025-06-24,404,13.27,12016.74,0.45,44.54,2420.08
CUST01001,73559.38,25744.35,5,12,2024-04-02,2025-02-20,324,10.64,14711.88,0.47,35.0,2419.58
CUST00520,74508.04,27944.82,5,14,2024-04-26,2025-04-13,352,11.56,14901.61,0.43,37.51,2417.37
CUST01208,7921.27,2407.44,1,3,2024-01-13,2024-01-13,0,0.0,7921.27,1.0,30.39,2407.44
CUST00527,75580.46,29399.86,2,7,2024-05-19,2025-05-26,372,12.22,37790.23,0.16,38.9,2405.88
CUST01183,139321.15,31761.18,6,17,2024-01-07,2025-02-12,402,13.21,23220.19,0.45,22.8,2404.33
CUST00783,6405.71,2400.37,1,3,2024-07-31,2024-07-31,0,0.0,6405.71,1.0,37.47,2400.37
CUST00515,8659.52,2399.04,1,1,2024-06-19,2024-06-19,0,0.0,8659.52,1.0,27.7,2399.04
CUST00740,35804.45,13778.11,2,8,2024-02-15,2024-08-08,175,5.75,17902.22,0.35,38.48,2396.19
CUST00057,10866.17,2386.7,1,5,2024-01-17,2024-01-17,0,0.0,10866.17,1.0,21.96,2386.7
CUST01265,83026.18,29616.5,4,11,2024-01-22,2025-02-03,378,12.42,20756.54,0.32,35.67,2384.58
CUST01438,82936.43,34190.53,4,9,2024-04-12,2025-06-23,437,14.36,20734.11,0.28,41.22,2380.96
CUST00253,74675.67,25407.11,3,6,2024-07-04,2025-05-25,325,10.68,24891.89,0.28,34.02,2378.94
CUST00623,40156.85,9737.75,2,9,2024-11-06,2025-03-11,125,4.11,20078.42,0.49,24.25,2369.28
CUST00073,69650.23,18321.57,4,14,2024-01-11,2024-09-03,236,7.75,17412.56,0.52,26.31,2364.07
CUST00622,9771.98,2356.91,1,3,2024-08-08,2024-08-08,0,0.0,9771.98,1.0,24.12,2356.91
CUST00524,68699.31,23678.37,2,7,2024-04-24,2025-02-24,306,10.05,34349.66,0.2,34.47,2356.06
CUST00391,90981.45,37695.66,4,15,2024-02-28,2025-06-29,487,16.0,22745.36,0.25,41.43,2355.98
CUST00085,72544.9,17971.74,3,10,2024-06-28,2025-02-16,233,7.65,24181.63,0.39,24.77,2349.25
CUST00494,61018.84,20585.32,4,12,2024-01-19,2024-10-12,267,8.77,15254.71,0.46,33.74,2347.24
CUST01333,105127.58,27904.1,3,13,2024-03-03,2025-02-28,362,11.89,35042.53,0.25,26.54,2346.85
CUST01067,68170.42,27052.2,3,8,2024-04-19,2025-04-05,351,11.53,22723.47,0.26,39.68,2346.24
CUST00572,62669.33,24891.15,3,7,2024-02-22,2025-01-10,323,10.61,20889.78,0.28,39.72,2346.01
CUST01063,14079.6,4920.4,2,6,2025-03-11,2025-05-14,64,2.1,7039.8,0.95,34.95,2343.05
CUST00163,85559.15,26795.94,5,20,2024-02-12,2025-01-26,349,11.47,17111.83,0.44,31.32,2336.18
CUST00561,88295.51,36602.49,3,10,2024-03-08,2025-06-29,478,15.7,29431.84,0.19,41.45,2331.37
CUST01390,56033.33,13761.07,3,9,2024-04-12,2024-10-10,181,5.95,18677.78,0.5,24.56,2312.78
CUST01353,54095.94,15192.04,3,5,2024-09-27,2025-04-15,200,6.57,18031.98,0.46,28.08,2312.33
CUST00312,78673.1,18960.59,3,9,2024-08-09,2025-04-19,253,8.31,26224.37,0.36,24.1,2281.66
CUST00316,103703.54,33994.3,3,13,2024-03-08,2025-06-05,454,14.91,34567.85,0.2,32.78,2279.97
CUST00488,49341.53,19333.92,3,12,2024-09-22,2025-06-07,258,8.48,16447.18,0.35,39.18,2279.94
CUST01286,53563.75,17372.58,4,12,2024-02-25,2024-10-14,232,7.62,13390.94,0.52,32.43,2279.87
CUST00100,84393.72,26783.95,5,12,2024-02-02,2025-01-25,358,11.76,16878.74,0.43,31.74,2277.55
CUST00373,7783.94,2277.21,1,5,2024-03-28,2024-03-28,0,0.0,7783.94,1.0,29.26,2277.21
CUST01259,73634.0,22324.58,4,10,2024-06-21,2025-04-18,301,9.89,18408.5,0.4,30.32,2257.29
CUST00042,10848.85,3474.77,2,5,2024-05-22,2024-07-08,47,1.54,5424.42,1.3,32.03,2256.34
CUST00986,75438.75,24390.12,4,11,2024-01-15,2024-12-11,331,10.87,18859.69,0.37,32.33,2243.8
CUST00674,56727.13,16352.13,4,11,2024-07-19,2025-02-26,222,7.29,14181.78,0.55,28.83,2243.09
CUST00693,51243.58,12738.51,4,15,2024-04-11,2024-10-01,173,5.68,12810.9,0.7,24.86,2242.7
CUST01093,4839.3,2232.55,1,2,2024-06-30,2024-06-30,0,0.0,4839.3,1.0,46.13,2232.55
CUST00146,11413.5,2230.88,1,3,2025-04-24,2025-04-24,0,0.0,11413.5,1.0,19.55,2230.88
CUST01482,11109.62,4104.17,2,7,2025-04-16,2025-06-11,56,1.84,5554.81,1.09,36.94,2230.53
CUST01400,11308.02,2224.64,1,4,2024-05-14,2024-05-14,0,0.0,11308.02,1.0,19.67,2224.64
CUST00429,28225.68,7773.18,2,8,2024-04-18,2024-08-03,107,3.52,14112.84,0.57,27.54,2208.29
CUST00157,11510.51,2202.33,1,3,2025-01-19,2025-01-19,0,0.0,11510.51,1.0,19.13,2202.33
CUST01535,44261.4,16078.21,6,17,2024-10-13,2025-05-24,223,7.33,7376.9,0.82,36.33,2193.48
CUST01556,28531.01,10656.1,3,12,2024-11-29,2025-04-26,148,4.86,9510.34,0.62,37.35,2192.61
CUST01389,7130.37,2189.25,1,3,2024-04-13,2024-04-13,0,0.0,7130.37,1.0,30.7,2189.25
CUST00985,6730.26,2186.72,1,4,2025-03-24,2025-03-24,0,0.0,6730.26,1.0,32.49,2186.72
CUST01038,61688.74,23540.85,4,9,2024-03-10,2025-02-01,328,10.78,15422.18,0.37,38.16,2183.75
CUST01487,45077.36,16910.05,4,11,2024-09-14,2025-05-08,236,7.75,11269.34,0.52,37.51,2181.94
CUST00562,16714.52,3162.3,2,5,2024-10-05,2024-11-18,44,1.45,8357.26,1.38,18.92,2180.9
CUST00834,45376.77,13039.44,3,9,2024-09-14,2025-03-15,182,5.98,15125.59,0.5,28.74,2180.51
CUST01232,66089.07,25036.55,4,12,2024-02-07,2025-01-24,352,11.56,16522.27,0.35,37.88,2165.79
CUST00106,74651.61,27741.27,5,19,2024-06-04,2025-06-29,390,12.81,14930.32,0.39,37.16,2165.59
CUST01072,79138.64,20394.68,5,23,2024-06-21,2025-04-04,287,9.43,15827.73,0.53,25.77,2162.74
CUST01160,5484.86,2162.29,1,3,2024-12-02,2024-12-02,0,0.0,5484.86,1.0,39.42,2162.29
CUST00485,76636.06,28597.47,5,14,2024-04-28,2025-06-05,403,13.24,15327.21,0.38,37.32,2159.93
CUST00255,34538.35,8002.44,2,5,2024-08-22,2024-12-13,113,3.71,17269.18,0.54,23.17,2156.99
CUST00760,21849.81,6724.62,3,6,2024-09-05,2024-12-09,95,3.12,7283.27,0.96,30.78,2155.33
CUST01594,9449.41,2153.58,1,5,2024-10-24,2024-10-24,0,0.0,9449.41,1.0,22.79,2153.58
CUST01138,61143.17,24803.97,3,11,2024-02-25,2025-02-10,351,11.53,20381.06,0.26,40.57,2151.25
CUST00262,67884.61,26929.03,3,7,2024-04-03,2025-04-20,382,12.55,22628.2,0.24,39.67,2145.74
CUST00643,83253.03,29504.3,4,13,2024-05-06,2025-06-29,419,13.76,20813.26,0.29,35.44,2144.21
CUST01483,6409.37,2143.29,1,4,2024-08-13,2024-08-13,0,0.0,6409.37,1.0,33.44,2143.29
CUST00109,8649.01,2142.05,1,3,2025-06-01,2025-06-01,0,0.0,8649.01,1.0,24.77,2142.05
CUST00175,103647.5,34951.22,4,15,2024-01-21,2025-06-02,498,16.36,25911.88,0.24,33.72,2136.38
CUST00415,80244.11,28271.99,2,7,2024-02-25,2025-04-07,407,13.37,40122.06,0.15,35.23,2114.58
CUST00918,4747.19,2112.49,1,3,2025-04-02,2025-04-02,0,0.0,4747.19,1.0,44.5,2112.49
CUST01049,52496.16,21197.77,2,6,2024-02-25,2024-12-27,306,10.05,26248.08,0.2,40.38,2109.23
CUST00890,21552.4,5544.71,3,7,2024-07-17,2024-10-05,80,2.63,7184.13,1.14,25.73,2108.25
CUST01462,61289.17,24710.24,4,14,2024-06-18,2025-06-10,357,11.73,15322.29,0.34,40.32,2106.58
CUST00271,129455.38,25497.53,5,14,2024-05-06,2025-05-10,369,12.12,25891.08,0.41,19.7,2103.76
CUST01131,79346.72,23410.99,4,15,2024-04-01,2025-03-06,339,11.14,19836.68,0.36,29.5,2101.53
CUST01411,56851.01,17948.67,3,9,2024-04-28,2025-01-14,261,8.57,18950.34,0.35,31.57,2094.36
CUST01108,70002.87,21038.34,4,10,2024-06-28,2025-04-30,306,10.05,17500.72,0.4,30.05,2093.37
CUST00019,4606.09,2091.21,1,2,2025-03-09,2025-03-09,0,0.0,4606.09,1.0,45.4,2091.21
CUST01476,7964.03,2081.53,1,2,2024-12-20,2024-12-20,0,0.0,7964.03,1.0,26.14,2081.53
CUST01332,39376.15,14005.42,3,11,2024-07-08,2025-01-29,205,6.73,13125.38,0.45,35.57,2081.04
CUST01543,9201.73,2077.8,1,2,2025-04-24,2025-04-24,0,0.0,9201.73,1.0,22.58,2077.8
CUST01245,53755.65,23127.95,4,11,2024-01-26,2024-12-31,340,11.17,13438.91,0.36,43.02,2070.54
CUST00581,32193.66,11887.37,3,8,2024-11-11,2025-05-05,175,5.75,10731.22,0.52,36.92,2067.37
CUST00978,27657.14,8790.89,3,5,2024-02-19,2024-06-28,130,4.27,9219.05,0.7,31.79,2058.76
CUST00867,92584.9,22781.15,3,11,2024-02-24,2025-01-26,337,11.07,30861.63,0.27,24.61,2057.92
CUST00218,53931.69,17498.0,4,16,2024-05-30,2025-02-13,259,8.51,13482.92,0.47,32.44,2056.17
CUST00862,50007.78,19027.91,3,12,2024-04-27,2025-02-03,282,9.26,16669.26,0.32,38.05,2054.85
CUST01360,79415.75,28524.67,5,15,2024-01-07,2025-03-05,423,13.9,15883.15,0.36,35.92,2052.13
CUST00604,66099.31,23065.12,2,8,2024-03-08,2025-02-14,343,11.27,33049.66,0.18,34.89,2046.59
CUST01221,29460.07,12821.68,3,10,2024-06-27,2025-01-05,192,6.31,9820.02,0.48,43.52,2031.96
CUST00281,73564.48,32619.52,3,10,2024-02-07,2025-06-10,489,16.06,24521.49,0.19,44.34,2031.1
CUST00844,69660.6,27380.35,4,11,2024-03-02,2025-04-17,411,13.5,17415.15,0.3,39.31,2028.17
CUST00772,73386.25,29022.69,3,11,2024-02-06,2025-04-17,436,14.32,24462.08,0.21,39.55,2026.72
CUST00044,80250.34,27546.87,4,11,2024-05-05,2025-06-25,416,13.67,20062.58,0.29,34.33,2015.13
CUST00705,106026.44,27399.75,8,22,2024-05-07,2025-06-26,415,13.63,13253.3,0.59,25.84,2010.25
CUST00859,19235.32,6727.15,2,5,2024-11-22,2025-03-04,102,3.35,9617.66,0.6,34.97,2008.1
CUST01153,73027.1,17742.12,5,15,2024-01-11,2024-10-06,269,8.84,14605.42,0.57,24.3,2007.03
CUST01132,11305.05,4333.29,2,3,2024-09-19,2024-11-24,66,2.17,5652.52,0.92,38.33,1996.91
CUST00626,56484.99,16597.95,4,10,2024-10-15,2025-06-26,254,8.34,14121.25,0.48,29.38,1990.16
CUST01100,60449.17,23656.28,4,15,2024-02-02,2025-01-30,363,11.93,15112.29,0.34,39.13,1982.92
CUST00766,5961.12,1976.36,1,1,2024-12-06,2024-12-06,0,0.0,5961.12,1.0,33.15,1976.36
CUST01297,104247.46,30912.02,7,24,2024-02-10,2025-06-01,477,15.67,14892.49,0.45,29.65,1972.69
CUST00037,108047.82,27925.51,4,12,2024-02-24,2025-04-30,431,14.16,27011.96,0.28,25.85,1972.14
CUST00143,63143.9,16719.67,4,9,2024-08-23,2025-05-08,258,8.48,15785.98,0.47,26.48,1971.66
CUST00764,4709.7,1965.09,1,2,2025-02-07,2025-02-07,0,0.0,4709.7,1.0,41.72,1965.09
CUST00096,18232.99,5025.6,2,5,2024-06-04,2024-08-21,78,2.56,9116.49,0.78,27.56,1963.12
CUST00190,77017.68,22766.57,3,10,2024-05-07,2025-04-25,353,11.6,25672.56,0.26,29.56,1962.64
CUST01537,49716.44,17853.66,4,10,2024-03-19,2024-12-21,277,9.1,12429.11,0.44,35.91,1961.94
CUST00569,19850.82,8564.36,2,4,2024-09-15,2025-01-26,133,4.37,9925.41,0.46,43.14,1959.81
CUST01146,48974.44,12283.79,4,12,2024-12-13,2025-06-22,191,6.27,12243.61,0.64,25.08,1959.14
CUST00315,6571.56,1958.48,1,4,2024-02-10,2024-02-10,0,0.0,6571.56,1.0,29.8,1958.48
CUST00861,24465.5,6243.94,2,7,2024-12-19,2025-03-26,97,3.19,12232.75,0.63,25.52,1957.35
CUST01334,52880.89,18027.4,4,8,2024-08-11,2025-05-19,281,9.23,13220.22,0.43,34.09,1953.13
CUST00638,4237.19,1952.32,1,1,2024-04-05,2024-04-05,0,0.0,4237.19,1.0,46.08,1952.32
CUST01373,97764.43,29296.87,5,21,2024-02-03,2025-05-05,457,15.01,19552.89,0.33,29.97,1951.82
CUST00403,69728.36,28382.96,5,15,2024-03-26,2025-06-12,443,14.55,13945.67,0.34,40.71,1950.72
CUST01217,128492.12,29385.0,4,10,2024-01-16,2025-04-20,460,15.11,32123.03,0.26,22.87,1944.74
CUST01513,78196.5,25596.02,2,5,2024-03-27,2025-05-02,401,13.17,39098.25,0.15,32.73,1943.51
CUST00800,5566.67,1931.88,1,2,2025-04-13,2025-04-13,0,0.0,5566.67,1.0,34.7,1931.88
CUST00245,53725.81,19781.0,4,13,2024-03-23,2025-01-30,313,10.28,13431.45,0.39,36.82,1924.22
CUST00039,44870.17,20148.09,5,20,2024-01-07,2024-11-23,321,10.55,8974.03,0.47,44.9,1909.77
CUST01583,29679.77,7455.92,3,10,2024-01-06,2024-05-04,119,3.91,9893.26,0.77,25.12,1906.88
CUST00877,48852.33,19532.23,5,17,2024-06-07,2025-04-15,312,10.25,9770.47,0.49,39.98,1905.58
CUST01142,81453.36,29039.12,7,16,2024-01-25,2025-05-03,464,15.24,11636.19,0.46,35.65,1905.45
CUST01126,24453.53,7883.97,3,6,2024-05-06,2024-09-09,126,4.14,8151.18,0.72,32.24,1904.34
CUST00854,80761.93,26188.65,7,21,2024-04-26,2025-06-19,419,13.76,11537.42,0.51,32.43,1903.24
CUST00410,10972.6,1900.96,1,4,2024-08-13,2024-08-13,0,0.0,10972.6,1.0,17.32,1900.96
CUST00440,9533.26,1900.9,1,3,2024-10-12,2024-10-12,0,0.0,9533.26,1.0,19.94,1900.9
CUST01061,36995.78,16271.29,3,11,2024-07-26,2025-04-13,261,8.57,12331.93,0.35,43.98,1898.63
CUST00479,53024.43,14843.88,2,8,2024-06-28,2025-02-21,238,7.82,26512.21,0.26,27.99,1898.19
CUST00992,93673.89,25660.01,3,11,2024-02-16,2025-04-04,413,13.57,31224.63,0.22,27.39,1890.94
CUST00803,5013.44,1890.5,1,2,2025-01-13,2025-01-13,0,0.0,5013.44,1.0,37.71,1890.5
CUST01215,157101.82,28906.17,5,17,2024-01-30,2025-05-12,468,15.37,31420.36,0.33,18.4,1880.69
CUST00615,8786.17,2030.99,2,5,2024-12-13,2025-01-15,33,1.08,4393.08,1.85,23.12,1880.55
CUST01094,34959.13,10568.29,2,7,2024-01-22,2024-07-11,171,5.62,17479.57,0.36,30.23,1880.48
CUST00171,85459.55,22428.97,4,15,2024-06-23,2025-06-21,363,11.93,21364.89,0.34,26.25,1880.05
CUST00230,21229.66,6471.38,3,11,2024-10-17,2025-01-30,105,3.45,7076.55,0.87,30.48,1875.76
CUST00547,38670.29,14948.93,3,6,2024-10-30,2025-06-30,243,7.98,12890.1,0.38,38.66,1873.3
CUST00912,60767.18,17263.09,4,14,2024-09-20,2025-06-28,281,9.23,15191.8,0.43,28.41,1870.32
CUST00168,5924.06,1869.01,1,1,2024-03-15,2024-03-15,0,0.0,5924.06,1.0,31.55,1869.01
CUST00308,8812.92,1867.75,1,1,2025-03-22,2025-03-22,0,0.0,8812.92,1.0,21.19,1867.75
CUST00661,70469.33,19748.18,2,8,2024-06-29,2025-05-17,322,10.58,35234.66,0.19,28.02,1866.56
CUST00091,4894.12,1862.34,1,3,2024-04-05,2024-04-05,0,0.0,4894.12,1.0,38.05,1862.34
CUST01241,49648.09,20322.7,3,7,2024-05-30,2025-04-28,333,10.94,16549.36,0.27,40.93,1857.65
CUST01220,70246.04,26059.29,4,13,2024-03-21,2025-05-22,427,14.03,17561.51,0.29,37.1,1857.4
CUST00299,70931.18,17196.71,4,12,2024-01-19,2024-10-27,282,9.26,17732.8,0.43,24.24,1857.1
CUST01505,3985.52,1854.87,1,1,2025-03-18,2025-03-18,0,0.0,3985.52,1.0,46.54,1854.87
CUST00526,52283.76,17673.98,3,10,2024-07-13,2025-04-29,290,9.53,17427.92,0.31,33.8,1854.56
CUST01296,45550.41,14250.27,3,12,2024-04-15,2024-12-05,234,7.69,15183.47,0.39,31.28,1853.09
CUST00083,41823.33,16125.37,3,7,2024-05-19,2025-02-09,266,8.74,13941.11,0.34,38.56,1845.01
CUST00819,74024.97,29797.42,3,13,2024-01-20,2025-05-26,492,16.16,24674.99,0.19,40.25,1843.9
CUST00290,47885.99,20288.84,3,8,2024-07-23,2025-06-23,335,11.01,15962.0,0.27,42.37,1842.76
CUST01599,22400.14,7191.46,4,12,2024-04-22,2024-08-19,119,3.91,5600.04,1.02,32.1,1839.25
CUST00973,18319.58,5728.46,3,4,2024-06-07,2024-09-10,95,3.12,6106.53,0.96,31.27,1836.04
CUST01173,62100.03,16208.79,4,11,2024-07-01,2025-03-27,269,8.84,15525.01,0.45,26.1,1833.57
CUST01121,51082.45,20954.4,4,12,2024-01-10,2024-12-23,348,11.43,12770.61,0.35,41.02,1833.28
CUST01563,36313.0,13595.73,3,9,2024-07-06,2025-02-17,226,7.42,12104.33,0.4,37.44,1832.31
