order_id,order_date,customer_id,category,product,region,city,channel,quantity,unit_price,discount,gross_sales,revenue,cost,payment_method,order_status,profit,profit_margin,month,year,quarter,is_completed,is_returned,is_cancelled
ORD002790,2024-02-03,CUST00257,Sports,Cricket Bat,West,Ahmedabad,Website,3,4768.54,0.0,14305.62,14305.62,10089.77,Net Banking,Delivered,4215.85,0.2947,2024-02,2024,Q1,1,0,0
ORD002791,2024-12-13,CUST01039,Fashion,Backpack,West,Mumbai,Marketplace,3,1388.59,0.05,4165.77,3957.48,2175.03,Cash on Delivery,Cancelled,1782.45,0.4504,2024-12,2024,Q4,0,0,1
ORD002792,2024-06-25,CUST01245,Electronics,Smartwatch,West,Pune,Mobile App,1,2765.77,0.15,2765.77,2350.9,1645.3,Net Banking,Delivered,705.6,0.3001,2024-06,2024,Q2,1,0,0
ORD002793,2024-02-25,CUST01138,Beauty,Lip Balm,North,Delhi,Marketplace,5,909.48,0.05,4547.39,4320.02,2889.74,Cash on Delivery,Delivered,1430.28,0.3311,2024-02,2024,Q1,1,0,0
ORD002794,2025-06-27,CUST00636,Fashion,Denim Jacket,East,Bhubaneswar,Marketplace,3,4287.89,0.15,12863.68,10934.12,7808.18,UPI,Pending,3125.94,0.2859,2025-06,2025,Q2,0,0,0
ORD002795,2024-06-19,CUST00603,Fashion,Denim Jacket,South,Chennai,Mobile App,4,2372.35,0.05,9489.4,9014.93,4996.64,Credit Card,Delivered,4018.29,0.4457,2024-06,2024,Q2,1,0,0
ORD002796,2025-05-04,CUST01580,Fashion,Denim Jacket,West,Pune,Mobile App,3,3133.61,0.0,9400.84,9400.84,7741.95,UPI,Delivered,1658.89,0.1765,2025-05,2025,Q2,1,0,0
ORD002797,2025-02-09,CUST00665,Sports,Cricket Bat,South,Chennai,Website,2,5464.41,0.1,10928.82,9835.94,7191.94,Debit Card,Delivered,2644.0,0.2688,2025-02,2025,Q1,1,0,0
ORD002798,2025-03-06,CUST00182,Home & Kitchen,Air Fryer,South,Chennai,Mobile App,1,9873.85,0.05,9873.85,9380.16,6378.87,UPI,Pending,3001.29,0.32,2025-03,2025,Q1,0,0,0
ORD002799,2024-01-04,CUST01337,Fashion,T-Shirt,Central,Bhopal,Marketplace,4,4870.62,0.1,19482.49,17534.24,12872.63,Net Banking,Delivered,4661.61,0.2659,2024-01,2024,Q1,1,0,0
ORD002800,2024-03-21,CUST01162,Home & Kitchen,Air Fryer,East,Bhubaneswar,Website,3,7551.96,0.05,22655.88,21523.09,13573.05,UPI,Delivered,7950.04,0.3694,2024-03,2024,Q1,1,0,0
ORD002801,2024-02-27,CUST00096,Electronics,Smartwatch,South,Hyderabad,Mobile App,4,21962.39,0.05,87849.56,83457.09,57403.98,UPI,Pending,26053.11,0.3122,2024-02,2024,Q1,0,0,0
ORD002802,2024-03-20,CUST00959,Beauty,Shampoo,Central,Nagpur,Marketplace,3,2368.65,0.15,7105.94,6040.05,4630.37,Debit Card,Returned,1409.68,0.2334,2024-03,2024,Q1,0,1,0
ORD002803,2024-05-29,CUST01156,Electronics,Laptop Stand,Central,Indore,Website,4,19501.27,0.05,78005.09,74104.83,58625.3,Net Banking,Delivered,15479.53,0.2089,2024-05,2024,Q2,1,0,0
ORD002804,2025-05-11,CUST00595,Electronics,Bluetooth Speaker,East,Kolkata,Mobile App,2,8786.6,0.05,17573.2,16694.54,13243.71,Net Banking,Delivered,3450.83,0.2067,2025-05,2025,Q2,1,0,0
ORD002805,2024-07-26,CUST00733,Electronics,Bluetooth Speaker,South,Chennai,Mobile App,1,17100.05,0.05,17100.05,16245.05,11482.06,Credit Card,Delivered,4762.99,0.2932,2024-07,2024,Q3,1,0,0
ORD002806,2024-04-29,CUST00226,Electronics,Smartwatch,North,Delhi,Marketplace,3,5473.93,0.25,16421.79,12316.34,9076.37,Cash on Delivery,Delivered,3239.97,0.2631,2024-04,2024,Q2,1,0,0
ORD002807,2024-12-02,CUST00012,Fashion,Sunglasses,West,Mumbai,Website,2,3024.76,0.1,6049.52,5444.56,3530.76,Credit Card,Delivered,1913.8,0.3515,2024-12,2024,Q4,1,0,0
ORD002808,2024-01-21,CUST00659,Sports,Yoga Mat,East,Kolkata,Mobile App,4,3648.85,0.0,14595.39,14595.39,11092.55,Net Banking,Delivered,3502.84,0.24,2024-01,2024,Q1,1,0,0
ORD002809,2024-11-13,CUST00244,Fashion,T-Shirt,West,Ahmedabad,Marketplace,2,1966.04,0.15,3932.08,3342.27,1954.29,UPI,Cancelled,1387.98,0.4153,2024-11,2024,Q4,0,0,1
ORD002810,2025-06-18,CUST01551,Fashion,Sunglasses,West,Ahmedabad,Website,3,767.37,0.15,2302.1,1956.78,1146.28,Debit Card,Delivered,810.5,0.4142,2025-06,2025,Q2,1,0,0
ORD002811,2024-02-10,CUST00433,Home & Kitchen,Air Fryer,South,Chennai,Website,5,5812.69,0.2,29063.47,23250.78,15233.32,UPI,Delivered,8017.46,0.3448,2024-02,2024,Q1,1,0,0
ORD002812,2025-01-28,CUST01489,Home & Kitchen,Storage Box,South,Bengaluru,Mobile App,5,9074.52,0.15,45372.61,38566.72,32136.1,Debit Card,Returned,6430.62,0.1667,2025-01,2025,Q1,0,1,0
ORD002813,2024-06-28,CUST01108,Home & Kitchen,Coffee Maker,North,Jaipur,Marketplace,2,8083.06,0.2,16166.12,12932.9,8389.84,Credit Card,Delivered,4543.06,0.3513,2024-06,2024,Q2,1,0,0
ORD002814,2024-07-17,CUST01300,Fashion,T-Shirt,North,Delhi,Website,1,2127.68,0.1,2127.68,1914.92,1117.13,Debit Card,Delivered,797.79,0.4166,2024-07,2024,Q3,1,0,0
ORD002815,2025-01-18,CUST00691,Home & Kitchen,Coffee Maker,South,Hyderabad,Marketplace,4,2453.18,0.15,9812.73,8340.82,6750.77,UPI,Returned,1590.05,0.1906,2025-01,2025,Q1,0,1,0
ORD002816,2024-06-23,CUST00381,Fashion,T-Shirt,North,Delhi,Mobile App,4,4214.65,0.15,16858.59,14329.8,10130.09,Debit Card,Delivered,4199.71,0.2931,2024-06,2024,Q2,1,0,0
ORD002817,2025-05-25,CUST01180,Beauty,Sunscreen,Central,Indore,Website,4,1035.09,0.1,4140.35,3726.31,2313.7,Debit Card,Delivered,1412.61,0.3791,2025-05,2025,Q2,1,0,0
ORD002818,2024-08-21,CUST00818,Electronics,Smartwatch,North,Delhi,Website,1,1439.47,0.05,1439.47,1367.49,1148.27,Debit Card,Pending,219.22,0.1603,2024-08,2024,Q3,0,0,0
ORD002819,2024-05-02,CUST01455,Home & Kitchen,Air Fryer,West,Ahmedabad,Mobile App,4,7384.35,0.0,29537.41,29537.41,16592.74,Credit Card,Returned,12944.67,0.4382,2024-05,2024,Q2,0,1,0
ORD002820,2024-06-27,CUST00691,Beauty,Face Serum,South,Chennai,Website,4,2644.54,0.2,10578.16,8462.53,4704.75,Debit Card,Delivered,3757.78,0.444,2024-06,2024,Q2,1,0,0
ORD002821,2025-02-01,CUST01188,Sports,Dumbbells,North,Jaipur,Mobile App,5,959.87,0.15,4799.34,4079.44,3247.86,UPI,Delivered,831.58,0.2038,2025-02,2025,Q1,1,0,0
ORD002822,2025-02-08,CUST01408,Home & Kitchen,Mixer Grinder,South,Chennai,Website,2,3655.72,0.0,7311.43,7311.43,4787.6,UPI,Delivered,2523.83,0.3452,2025-02,2025,Q1,1,0,0
ORD002823,2025-04-13,CUST00881,Home & Kitchen,Storage Box,East,Patna,Marketplace,5,5436.7,0.1,27183.51,24465.16,13637.49,UPI,Delivered,10827.67,0.4426,2025-04,2025,Q2,1,0,0
ORD002824,2024-02-22,CUST00523,Home & Kitchen,Air Fryer,Central,Bhopal,Website,5,8175.86,0.0,40879.29,40879.29,27984.86,Cash on Delivery,Pending,12894.43,0.3154,2024-02,2024,Q1,0,0,0
ORD002825,2025-04-12,CUST01282,Sports,Dumbbells,West,Mumbai,Mobile App,3,5528.76,0.15,16586.29,14098.35,9681.67,Credit Card,Returned,4416.68,0.3133,2025-04,2025,Q2,0,1,0
ORD002826,2024-07-17,CUST01497,Electronics,Smartwatch,North,Delhi,Website,4,17680.23,0.1,70720.93,63648.83,48712.65,Credit Card,Delivered,14936.18,0.2347,2024-07,2024,Q3,1,0,0
ORD002827,2024-03-12,CUST01276,Fashion,Backpack,South,Hyderabad,Mobile App,3,1829.27,0.05,5487.82,5213.42,3629.8,Debit Card,Delivered,1583.62,0.3038,2024-03,2024,Q1,1,0,0
ORD002828,2024-10-05,CUST00233,Electronics,Smartwatch,West,Pune,Website,5,16161.3,0.1,80806.5,72725.85,51590.95,Cash on Delivery,Delivered,21134.9,0.2906,2024-10,2024,Q4,1,0,0
ORD002829,2024-11-16,CUST00794,Home & Kitchen,Mixer Grinder,West,Ahmedabad,Website,3,9524.93,0.0,28574.8,28574.8,17749.37,UPI,Delivered,10825.43,0.3788,2024-11,2024,Q4,1,0,0
ORD002830,2025-01-24,CUST01232,Electronics,Power Bank,East,Patna,Website,4,12046.83,0.1,48187.31,43368.58,26107.9,Credit Card,Delivered,17260.68,0.398,2025-01,2025,Q1,1,0,0
ORD002831,2024-10-22,CUST00059,Home & Kitchen,Water Bottle,West,Pune,Mobile App,5,8525.39,0.1,42626.96,38364.26,29267.0,Net Banking,Delivered,9097.26,0.2371,2024-10,2024,Q4,1,0,0
ORD002832,2025-01-13,CUST01065,Home & Kitchen,Storage Box,West,Mumbai,Website,4,3517.43,0.1,14069.73,12662.76,7852.46,UPI,Delivered,4810.3,0.3799,2025-01,2025,Q1,1,0,0
ORD002833,2025-04-30,CUST00300,Home & Kitchen,Water Bottle,West,Mumbai,Mobile App,2,6318.42,0.1,12636.85,11373.16,6483.59,UPI,Delivered,4889.57,0.4299,2025-04,2025,Q2,1,0,0
ORD002834,2024-04-13,CUST00957,Beauty,Shampoo,North,Delhi,Website,4,1908.82,0.1,7635.28,6871.75,4621.6,UPI,Delivered,2250.15,0.3274,2024-04,2024,Q2,1,0,0
ORD002835,2025-06-26,CUST01158,Home & Kitchen,Air Fryer,West,Mumbai,Website,3,5773.37,0.15,17320.12,14722.1,7669.2,UPI,Delivered,7052.9,0.4791,2025-06,2025,Q2,1,0,0
ORD002836,2024-06-24,CUST00114,Electronics,Smartwatch,East,Patna,Marketplace,1,13070.63,0.15,13070.63,11110.03,6619.71,Net Banking,Cancelled,4490.32,0.4042,2024-06,2024,Q2,0,0,1
ORD002837,2025-06-07,CUST00898,Fashion,Running Shoes,South,Bengaluru,Website,3,2747.62,0.2,8242.86,6594.29,4354.37,UPI,Delivered,2239.92,0.3397,2025-06,2025,Q2,1,0,0
ORD002838,2024-05-15,CUST00041,Home & Kitchen,Coffee Maker,West,Pune,Marketplace,1,4893.64,0.0,4893.64,4893.64,4089.82,Debit Card,Delivered,803.82,0.1643,2024-05,2024,Q2,1,0,0
ORD002839,2025-04-27,CUST00706,Sports,Resistance Bands,West,Mumbai,Marketplace,3,1112.53,0.25,3337.6,2503.2,1420.93,Cash on Delivery,Delivered,1082.27,0.4324,2025-04,2025,Q2,1,0,0
ORD002840,2024-06-11,CUST00412,Electronics,Wireless Headphones,West,Pune,Mobile App,2,4307.82,0.05,8615.64,8184.86,5282.9,Debit Card,Delivered,2901.96,0.3546,2024-06,2024,Q2,1,0,0
ORD002841,2024-09-10,CUST00973,Electronics,Bluetooth Speaker,North,Jaipur,Website,1,8491.53,0.05,8491.53,8066.95,5850.85,UPI,Delivered,2216.1,0.2747,2024-09,2024,Q3,1,0,0
ORD002842,2024-01-14,CUST00846,Electronics,Smartwatch,South,Bengaluru,Mobile App,5,9457.41,0.1,47287.03,42558.33,25088.92,Debit Card,Delivered,17469.41,0.4105,2024-01,2024,Q1,1,0,0
ORD002843,2025-02-23,CUST01446,Sports,Football,West,Ahmedabad,Website,1,990.33,0.05,990.33,940.82,515.0,UPI,Delivered,425.82,0.4526,2025-02,2025,Q1,1,0,0
ORD002844,2025-06-04,CUST00495,Electronics,Bluetooth Speaker,South,Hyderabad,Mobile App,1,10652.51,0.0,10652.51,10652.51,8315.19,Debit Card,Delivered,2337.32,0.2194,2025-06,2025,Q2,1,0,0
ORD002845,2024-11-16,CUST01053,Fashion,Running Shoes,South,Bengaluru,Mobile App,1,2591.77,0.1,2591.77,2332.6,1252.32,Net Banking,Returned,1080.28,0.4631,2024-11,2024,Q4,0,1,0
ORD002846,2024-02-11,CUST00515,Home & Kitchen,Water Bottle,South,Bengaluru,Mobile App,5,3490.27,0.05,17451.36,16578.79,11208.83,Debit Card,Cancelled,5369.96,0.3239,2024-02,2024,Q1,0,0,1
ORD002847,2024-01-28,CUST01428,Home & Kitchen,Coffee Maker,West,Mumbai,Marketplace,1,6791.56,0.05,6791.56,6451.98,3395.92,UPI,Delivered,3056.06,0.4737,2024-01,2024,Q1,1,0,0
ORD002848,2024-08-10,CUST01154,Sports,Resistance Bands,East,Bhubaneswar,Website,5,648.67,0.0,3243.34,3243.34,2546.29,UPI,Delivered,697.05,0.2149,2024-08,2024,Q3,1,0,0
ORD002849,2024-03-28,CUST00792,Beauty,Face Serum,West,Ahmedabad,Website,4,1486.76,0.15,5947.05,5054.99,4058.93,Cash on Delivery,Cancelled,996.06,0.197,2024-03,2024,Q1,0,0,1
ORD002850,2024-02-27,CUST01351,Sports,Dumbbells,North,Delhi,Website,3,4467.83,0.1,13403.48,12063.13,10024.12,Cash on Delivery,Delivered,2039.01,0.169,2024-02,2024,Q1,1,0,0
ORD002851,2024-05-14,CUST01068,Fashion,T-Shirt,South,Hyderabad,Website,3,3609.39,0.25,10828.18,8121.13,6541.76,Credit Card,Cancelled,1579.37,0.1945,2024-05,2024,Q2,0,0,1
ORD002852,2024-06-13,CUST00305,Beauty,Lip Balm,North,Jaipur,Website,1,2642.0,0.1,2642.0,2377.8,1673.97,Net Banking,Delivered,703.83,0.296,2024-06,2024,Q2,1,0,0
ORD002853,2025-01-07,CUST00028,Fashion,Running Shoes,East,Kolkata,Mobile App,2,4865.86,0.0,9731.71,9731.71,5703.69,Credit Card,Returned,4028.02,0.4139,2025-01,2025,Q1,0,1,0
ORD002854,2025-02-27,CUST01554,Beauty,Moisturizer,North,Chandigarh,Mobile App,2,1180.06,0.05,2360.13,2242.12,1326.1,Debit Card,Delivered,916.02,0.4086,2025-02,2025,Q1,1,0,0
ORD002855,2024-12-17,CUST00753,Electronics,Bluetooth Speaker,West,Pune,Mobile App,3,3599.5,0.0,10798.49,10798.49,8932.0,Cash on Delivery,Delivered,1866.49,0.1728,2024-12,2024,Q4,1,0,0
ORD002856,2025-06-24,CUST00736,Fashion,Sunglasses,East,Kolkata,Mobile App,3,3742.98,0.2,11228.93,8983.14,6781.98,Cash on Delivery,Pending,2201.16,0.245,2025-06,2025,Q2,0,0,0
ORD002857,2024-11-26,CUST00404,Electronics,Laptop Stand,West,Pune,Marketplace,4,7836.03,0.2,31344.12,25075.3,15137.51,Debit Card,Delivered,9937.79,0.3963,2024-11,2024,Q4,1,0,0
ORD002858,2024-10-18,CUST01002,Sports,Football,Central,Bhopal,Website,1,3005.69,0.05,3005.69,2855.4,2252.8,UPI,Delivered,602.6,0.211,2024-10,2024,Q4,1,0,0
ORD002859,2024-07-04,CUST01443,Electronics,Power Bank,West,Mumbai,Mobile App,2,7995.76,0.1,15991.51,14392.36,8367.67,Cash on Delivery,Delivered,6024.69,0.4186,2024-07,2024,Q3,1,0,0
ORD002860,2024-09-08,CUST00799,Home & Kitchen,Coffee Maker,East,Kolkata,Marketplace,4,3497.27,0.1,13989.08,12590.17,7805.4,UPI,Delivered,4784.77,0.38,2024-09,2024,Q3,1,0,0
ORD002861,2024-02-20,CUST00389,Home & Kitchen,Coffee Maker,South,Bengaluru,Marketplace,1,1345.5,0.0,1345.5,1345.5,738.6,Debit Card,Pending,606.9,0.4511,2024-02,2024,Q1,0,0,0
ORD002862,2024-07-26,CUST00034,Beauty,Shampoo,South,Bengaluru,Mobile App,3,947.12,0.15,2841.37,2415.16,1876.54,UPI,Delivered,538.62,0.223,2024-07,2024,Q3,1,0,0
ORD002863,2024-05-12,CUST00016,Fashion,T-Shirt,East,Patna,Website,5,1605.76,0.2,8028.8,6423.04,4092.12,Cash on Delivery,Delivered,2330.92,0.3629,2024-05,2024,Q2,1,0,0
ORD002864,2024-07-30,CUST01376,Fashion,Backpack,West,Ahmedabad,Website,1,4801.78,0.05,4801.78,4561.69,3664.93,Debit Card,Delivered,896.76,0.1966,2024-07,2024,Q3,1,0,0
ORD002865,2024-10-06,CUST00893,Fashion,Backpack,Central,Nagpur,Website,5,4391.57,0.0,21957.85,21957.85,11793.35,Debit Card,Delivered,10164.5,0.4629,2024-10,2024,Q4,1,0,0
ORD002866,2024-06-27,CUST01392,Fashion,Denim Jacket,East,Bhubaneswar,Mobile App,3,5400.94,0.0,16202.82,16202.82,12211.64,Debit Card,Delivered,3991.18,0.2463,2024-06,2024,Q2,1,0,0
ORD002867,2024-07-26,CUST01314,Home & Kitchen,Water Bottle,West,Pune,Website,4,2779.65,0.05,11118.6,10562.67,7263.14,UPI,Delivered,3299.53,0.3124,2024-07,2024,Q3,1,0,0
ORD002868,2024-12-17,CUST01568,Electronics,Smartwatch,North,Jaipur,Website,5,6798.94,0.0,33994.69,33994.69,25893.08,Credit Card,Delivered,8101.61,0.2383,2024-12,2024,Q4,1,0,0
ORD002869,2024-11-10,CUST00359,Electronics,Laptop Stand,South,Hyderabad,Mobile App,5,19042.57,0.1,95212.85,85691.56,56143.81,Debit Card,Pending,29547.75,0.3448,2024-11,2024,Q4,0,0,0
ORD002870,2024-02-01,CUST01280,Electronics,Laptop Stand,East,Kolkata,Marketplace,3,10537.7,0.0,31613.11,31613.11,21050.13,UPI,Returned,10562.98,0.3341,2024-02,2024,Q1,0,1,0
ORD002871,2024-08-11,CUST01272,Electronics,Bluetooth Speaker,North,Chandigarh,Mobile App,5,13527.62,0.1,67638.11,60874.3,43791.74,Net Banking,Delivered,17082.56,0.2806,2024-08,2024,Q3,1,0,0
ORD002872,2024-05-01,CUST01032,Home & Kitchen,Air Fryer,West,Pune,Mobile App,3,4599.47,0.1,13798.4,12418.56,7970.11,Debit Card,Delivered,4448.45,0.3582,2024-05,2024,Q2,1,0,0
ORD002873,2025-05-14,CUST00018,Electronics,Laptop Stand,Central,Bhopal,Marketplace,1,16409.91,0.25,16409.91,12307.43,8253.1,Debit Card,Delivered,4054.33,0.3294,2025-05,2025,Q2,1,0,0
ORD002874,2024-02-25,CUST00017,Fashion,Backpack,South,Bengaluru,Website,5,2766.95,0.0,13834.77,13834.77,10331.19,Credit Card,Delivered,3503.58,0.2532,2024-02,2024,Q1,1,0,0
ORD002875,2025-01-09,CUST01293,Sports,Yoga Mat,East,Patna,Mobile App,2,2484.32,0.2,4968.63,3974.91,2542.85,Debit Card,Delivered,1432.06,0.3603,2025-01,2025,Q1,1,0,0
ORD002876,2025-05-18,CUST01084,Electronics,Wireless Headphones,East,Kolkata,Website,1,15243.34,0.1,15243.34,13719.01,8303.96,Cash on Delivery,Delivered,5415.05,0.3947,2025-05,2025,Q2,1,0,0
ORD002877,2025-04-05,CUST01067,Fashion,Backpack,North,Delhi,Mobile App,3,2593.46,0.1,7780.38,7002.34,4627.94,Net Banking,Delivered,2374.4,0.3391,2025-04,2025,Q2,1,0,0
ORD002878,2024-03-06,CUST01034,Home & Kitchen,Air Fryer,West,Pune,Marketplace,3,9284.99,0.1,27854.96,25069.46,20775.66,Net Banking,Returned,4293.8,0.1713,2024-03,2024,Q1,0,1,0
ORD002879,2024-06-18,CUST01462,Home & Kitchen,Air Fryer,West,Mumbai,Mobile App,3,2827.04,0.25,8481.11,6360.83,5180.02,Cash on Delivery,Delivered,1180.81,0.1856,2024-06,2024,Q2,1,0,0
ORD002880,2024-03-19,CUST01337,Home & Kitchen,Storage Box,North,Chandigarh,Marketplace,3,1635.54,0.15,4906.61,4170.62,2394.53,Credit Card,Returned,1776.09,0.4259,2024-03,2024,Q1,0,1,0
ORD002881,2024-04-16,CUST00023,Home & Kitchen,Mixer Grinder,South,Hyderabad,Website,4,6748.93,0.2,26995.7,21596.56,12655.55,Net Banking,Delivered,8941.01,0.414,2024-04,2024,Q2,1,0,0
ORD002882,2025-01-29,CUST00567,Electronics,Smartwatch,South,Bengaluru,Website,2,21205.12,0.05,42410.24,40289.73,22566.83,Cash on Delivery,Pending,17722.9,0.4399,2025-01,2025,Q1,0,0,0
ORD002883,2024-10-23,CUST00048,Fashion,Denim Jacket,South,Hyderabad,Mobile App,2,1458.92,0.05,2917.84,2771.95,1974.49,Debit Card,Delivered,797.46,0.2877,2024-10,2024,Q4,1,0,0
ORD002884,2024-04-21,CUST00680,Beauty,Face Serum,Central,Nagpur,Marketplace,3,1181.84,0.0,3545.52,3545.52,2346.87,Debit Card,Delivered,1198.65,0.3381,2024-04,2024,Q2,1,0,0
ORD002885,2024-11-09,CUST01589,Electronics,Power Bank,Central,Nagpur,Mobile App,5,17692.92,0.1,88464.61,79618.15,55260.36,Debit Card,Delivered,24357.79,0.3059,2024-11,2024,Q4,1,0,0
ORD002886,2025-01-09,CUST00208,Beauty,Shampoo,South,Chennai,Marketplace,3,1360.88,0.1,4082.65,3674.39,2977.65,UPI,Delivered,696.74,0.1896,2025-01,2025,Q1,1,0,0
ORD002887,2024-11-10,CUST00380,Home & Kitchen,Coffee Maker,East,Kolkata,Website,5,9890.63,0.0,49453.13,49453.13,32691.3,Debit Card,Delivered,16761.83,0.3389,2024-11,2024,Q4,1,0,0
ORD002888,2024-12-02,CUST01415,Electronics,Laptop Stand,South,Bengaluru,Mobile App,1,15970.73,0.1,15970.73,14373.66,9281.35,Debit Card,Delivered,5092.31,0.3543,2024-12,2024,Q4,1,0,0
ORD002889,2024-11-21,CUST00003,Electronics,Power Bank,East,Patna,Mobile App,2,19280.93,0.2,38561.85,30849.48,21053.1,Net Banking,Delivered,9796.38,0.3176,2024-11,2024,Q4,1,0,0
ORD002890,2024-06-25,CUST00299,Home & Kitchen,Water Bottle,Central,Nagpur,Mobile App,5,9382.46,0.2,46912.29,37529.83,30000.57,Cash on Delivery,Delivered,7529.26,0.2006,2024-06,2024,Q2,1,0,0
ORD002891,2024-12-01,CUST00732,Sports,Cricket Bat,West,Mumbai,Marketplace,1,2051.77,0.1,2051.77,1846.6,1146.62,Credit Card,Pending,699.98,0.3791,2024-12,2024,Q4,0,0,0
ORD002892,2025-05-13,CUST00448,Electronics,Smartwatch,South,Bengaluru,Mobile App,4,15353.33,0.1,61413.32,55271.99,41123.31,Debit Card,Delivered,14148.68,0.256,2025-05,2025,Q2,1,0,0
ORD002893,2024-09-02,CUST01241,Beauty,Moisturizer,West,Pune,Mobile App,3,1082.9,0.1,3248.71,2923.84,2323.07,Cash on Delivery,Pending,600.77,0.2055,2024-09,2024,Q3,0,0,0
ORD002894,2025-02-11,CUST00044,Electronics,Power Bank,West,Pune,Mobile App,5,8780.24,0.0,43901.21,43901.21,29860.54,UPI,Delivered,14040.67,0.3198,2025-02,2025,Q1,1,0,0
ORD002895,2025-01-30,CUST00189,Home & Kitchen,Water Bottle,South,Chennai,Mobile App,2,6245.01,0.1,12490.03,11241.02,6827.64,Credit Card,Returned,4413.38,0.3926,2025-01,2025,Q1,0,1,0
ORD002896,2024-10-10,CUST01307,Fashion,Denim Jacket,South,Hyderabad,Mobile App,5,2637.87,0.05,13189.33,12529.87,9254.78,Debit Card,Delivered,3275.09,0.2614,2024-10,2024,Q4,1,0,0
ORD002897,2024-06-10,CUST00529,Electronics,Laptop Stand,East,Kolkata,Marketplace,3,20092.5,0.0,60277.51,60277.51,33534.53,Cash on Delivery,Delivered,26742.98,0.4437,2024-06,2024,Q2,1,0,0
ORD002898,2025-06-25,CUST00044,Sports,Resistance Bands,Central,Nagpur,Mobile App,1,6559.92,0.0,6559.92,6559.92,4241.67,Net Banking,Delivered,2318.25,0.3534,2025-06,2025,Q2,1,0,0
ORD002899,2024-04-14,CUST00506,Beauty,Sunscreen,East,Bhubaneswar,Mobile App,4,439.3,0.05,1757.2,1669.34,1364.46,UPI,Delivered,304.88,0.1826,2024-04,2024,Q2,1,0,0
ORD002900,2024-01-19,CUST00299,Fashion,Sunglasses,South,Bengaluru,Website,3,1087.59,0.0,3262.77,3262.77,1793.71,UPI,Delivered,1469.06,0.4502,2024-01,2024,Q1,1,0,0
ORD002901,2024-02-17,CUST00544,Home & Kitchen,Storage Box,North,Chandigarh,Website,4,8946.19,0.15,35784.76,30417.05,20431.03,Debit Card,Delivered,9986.02,0.3283,2024-02,2024,Q1,1,0,0
ORD002902,2025-05-16,CUST01415,Home & Kitchen,Water Bottle,South,Chennai,Website,3,2759.85,0.15,8279.55,7037.62,4966.05,Credit Card,Delivered,2071.57,0.2944,2025-05,2025,Q2,1,0,0
ORD002903,2025-04-03,CUST00078,Home & Kitchen,Mixer Grinder,West,Pune,Website,5,3592.34,0.0,17961.68,17961.68,11984.11,Cash on Delivery,Pending,5977.57,0.3328,2025-04,2025,Q2,0,0,0
ORD002904,2025-05-11,CUST00034,Home & Kitchen,Coffee Maker,West,Pune,Website,1,3629.61,0.25,3629.61,2722.21,1693.14,Cash on Delivery,Delivered,1029.07,0.378,2025-05,2025,Q2,1,0,0
ORD002905,2024-06-20,CUST00336,Beauty,Face Serum,West,Mumbai,Mobile App,3,378.28,0.05,1134.84,1078.1,801.04,Cash on Delivery,Delivered,277.06,0.257,2024-06,2024,Q2,1,0,0
ORD002906,2024-05-05,CUST00213,Fashion,T-Shirt,West,Mumbai,Website,5,587.87,0.05,2939.37,2792.4,2052.51,Debit Card,Delivered,739.89,0.265,2024-05,2024,Q2,1,0,0
ORD002907,2024-12-18,CUST00010,Fashion,Running Shoes,South,Bengaluru,Mobile App,3,4110.29,0.1,12330.86,11097.77,8202.87,Credit Card,Delivered,2894.9,0.2609,2024-12,2024,Q4,1,0,0
ORD002908,2024-05-22,CUST00177,Home & Kitchen,Mixer Grinder,South,Hyderabad,Website,2,2216.47,0.1,4432.94,3989.65,2483.29,Cash on Delivery,Pending,1506.36,0.3776,2024-05,2024,Q2,0,0,0
ORD002909,2024-01-19,CUST00811,Electronics,Smartwatch,North,Jaipur,Website,2,8444.86,0.2,16889.72,13511.78,7090.61,Cash on Delivery,Delivered,6421.17,0.4752,2024-01,2024,Q1,1,0,0
ORD002910,2024-09-04,CUST01109,Electronics,Smartwatch,South,Hyderabad,Mobile App,2,15825.02,0.25,31650.03,23737.52,12602.09,Credit Card,Delivered,11135.43,0.4691,2024-09,2024,Q3,1,0,0
ORD002911,2025-06-01,CUST01302,Home & Kitchen,Water Bottle,North,Chandigarh,Marketplace,2,1727.06,0.0,3454.12,3454.12,2291.67,UPI,Delivered,1162.45,0.3365,2025-06,2025,Q2,1,0,0
ORD002912,2024-12-13,CUST00190,Electronics,Laptop Stand,Central,Nagpur,Website,2,14019.65,0.2,28039.31,22431.45,17368.26,Net Banking,Returned,5063.19,0.2257,2024-12,2024,Q4,0,1,0
ORD002913,2025-04-14,CUST00379,Home & Kitchen,Air Fryer,West,Ahmedabad,Website,2,3717.79,0.1,7435.57,6692.02,4872.87,Cash on Delivery,Delivered,1819.15,0.2718,2025-04,2025,Q2,1,0,0
ORD002914,2024-09-06,CUST00618,Sports,Yoga Mat,South,Chennai,Website,4,6338.75,0.15,25355.02,21551.76,12990.62,Credit Card,Cancelled,8561.14,0.3972,2024-09,2024,Q3,0,0,1
ORD002915,2024-01-16,CUST01217,Fashion,Sunglasses,North,Jaipur,Mobile App,2,1556.73,0.0,3113.46,3113.46,2476.6,UPI,Delivered,636.86,0.2046,2024-01,2024,Q1,1,0,0
